Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.103-23.204.80.237-47214-80-6,192.168.0.103,47214,23.204.80.237,80,6,21/06/2026 11:32:42 PM,53652,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.47043912622084,8942.0,10694.279180945297,24263.0,69.0,48311.0,16103.666666666666,11293.948659938796,24411.0,3244.0,29389.0,14694.5,13130.265819853,23979.0,5410.0,0,0,0,0,136,112,74.55453664355477,55.91590248266607,0.0,0.0,0.0,0.0,0.0,2,3,0,0,6,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,510,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.104-192.168.0.103-50561-80-6,192.168.0.104,50561,192.168.0.103,80,6,21/06/2026 11:32:44 PM,152264,5,4,177.0,508.0,177.0,0.0,35.4,79.15680640349255,508.0,0.0,127.0,254.00000000000003,4498.765302369568,59.10786528660747,19033.0,30016.072784902615,80197.0,298.0,151966.0,37991.5,43489.9654824727,84929.0,562.0,72067.0,24022.333333333336,24183.631537329817,51478.0,5880.0,0,0,0,0,168,136,32.837702937004146,26.270162349603318,0.0,508.0,68.5,164.1376454889818,26941.16666666667,2,2,0,2,8,0,0,0,0.0,76.11111111111111,35.4,127.0,0,0,0,0,0,0,0,0,0,0,64240,64,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.104-192.168.0.103-50553-22-6,192.168.0.104,50553,192.168.0.103,22,6,21/06/2026 11:32:44 PM,174538,3,4,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,5.5,11.0,126.0470499260906,40.105879521937915,29089.666666666668,37365.0042401532,90302.0,1.0,95061.0,47530.5,67216.86351281202,95060.0,1.0,84236.0,28078.666666666664,29311.812795071775,59342.0,1216.0,0,0,0,0,104,136,17.188234080830536,22.917645441107382,0.0,22.0,2.75,7.7781745930520225,60.5,2,2,0,1,6,0,0,0,1.0,3.142857142857143,0.0,5.5,0,0,0,0,0,0,0,0,0,0,64240,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.104-192.168.0.103-50555-22-6,192.168.0.104,50555,192.168.0.103,22,6,21/06/2026 11:32:44 PM,175450,3,4,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,5.5,11.0,125.39184952978057,39.897406668566546,29241.666666666664,37106.11870118817,90311.0,1416.0,96475.0,48237.5,66215.60031065188,95059.0,1416.0,85139.0,28379.666666666664,28908.51888861367,59364.0,2132.0,0,0,0,0,104,136,17.098888572242803,22.79851809632374,0.0,22.0,2.75,7.7781745930520225,60.5,2,2,0,1,6,0,0,0,1.0,3.142857142857143,0.0,5.5,0,0,0,0,0,0,0,0,0,0,64240,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.104-192.168.0.103-50557-21-6,192.168.0.104,50557,192.168.0.103,21,6,21/06/2026 11:32:44 PM,172106,3,4,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,10.0,116.20745354607044,40.672608741124655,28684.333333333332,40364.904085934184,84722.0,2.0,91114.0,45557.0,64424.49883390634,91112.0,2.0,87384.0,29128.0,41326.63377290727,76458.0,191.0,0,0,0,0,104,136,17.431118031910565,23.241490709214087,0.0,20.0,2.5,7.0710678118654755,50.00000000000001,2,2,0,1,6,0,0,0,1.0,2.857142857142857,0.0,5.0,0,0,0,0,0,0,0,0,0,0,64240,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.104-192.168.0.103-50557-21-6,192.168.0.104,50557,192.168.0.103,21,6,21/06/2026 11:32:44 PM,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,0,40,0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.104-192.168.0.103-50555-22-6,192.168.0.104,50555,192.168.0.103,22,6,21/06/2026 11:32:44 PM,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,0,40,0,666666.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.104-192.168.0.103-50553-22-6,192.168.0.104,50553,192.168.0.103,22,6,21/06/2026 11:32:44 PM,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.104-192.168.0.103-50563-80-6,192.168.0.104,50563,192.168.0.103,80,6,21/06/2026 11:32:44 PM,310663,6,6,407.0,1529.0,238.0,0.0,67.83333333333334,107.328312511968,1050.0,0.0,254.83333333333334,434.1199910930925,6231.833208331857,38.62706534089995,28242.090909090908,53365.78756179758,170280.0,75.0,310379.0,62075.8,72984.85648201276,176792.0,1355.0,228947.0,45789.4,70943.09835213007,170280.0,5812.0,0,0,0,0,200,200,19.313532670449973,19.313532670449973,0.0,1050.0,148.9230769230769,306.70709739056184,94069.24358974358,2,2,0,4,11,0,0,0,1.0,161.33333333333334,67.83333333333333,254.83333333333334,0,0,0,1936,4,8932,0,0,0,0,64240,64,2,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.104-192.168.0.103-55155-80-6,192.168.0.104,55155,192.168.0.103,80,6,21/06/2026 11:32:47 PM,20283,5,4,184.0,515.0,184.0,0.0,36.8,82.28730157199226,515.0,0.0,128.75,257.5,34462.35763940246,443.72134299659814,2535.375,3392.504466256666,9899.0,3.0,19877.0,4969.25,6563.231692542934,14478.0,3.0,19930.0,6643.333333333333,3225.0062532239117,10308.0,4238.0,0,0,0,0,168,136,246.5118572203323,197.20948577626584,0.0,515.0,69.9,166.74028374157885,27802.322222222225,2,2,0,2,8,0,0,0,0.0,77.66666666666667,36.8,128.75,0,0,0,0,0,0,0,0,0,0,64240,64,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
